PassengerId,Survived_pred,Survived_prob
892,0,0.2056277056277056
893,0,0.48087318087318087
894,0,0.14213564213564212
895,0,0.16382603585071998
896,0,0.48087318087318087
897,0,0.16382603585071998
898,1,0.5175032175032175
899,0,0.3319359756097561
900,1,0.5311086596800882
901,0,0.16382603585071998
902,0,0.16382603585071998
903,0,0.32539682539682535
904,1,0.827027027027027
905,0,0.22454510259388308
906,1,0.827027027027027
907,1,0.827027027027027
908,0,0.14213564213564212
909,0,0.3016426082628173
910,0,0.48087318087318087
911,1,0.5311086596800882
912,0,0.16269841269841268
913,0,0.16382603585071998
914,1,0.827027027027027
915,0,0.4327876984126984
916,1,0.827027027027027
917,0,0.16382603585071998
918,1,0.827027027027027
919,0,0.3016426082628173
920,0,0.32539682539682535
921,0,0.3016426082628173
922,0,0.22454510259388308
923,0,0.22454510259388308
924,0,0.4196196196196196
925,0,0.4196196196196196
926,0,0.32539682539682535
927,0,0.3016426082628173
928,0,0.48087318087318087
929,0,0.48087318087318087
930,0,0.16382603585071998
931,0,0.16382603585071998
932,0,0.3016426082628173
933,0,0.32539682539682535
934,0,0.16382603585071998
935,1,0.827027027027027
936,1,0.827027027027027
937,0,0.16382603585071998
938,0,0.32539682539682535
939,0,0.2056277056277056
940,1,0.827027027027027
941,0,0.4196196196196196
942,0,0.32539682539682535
943,0,0.22454510259388308
944,1,0.827027027027027
945,1,0.827027027027027
946,0,0.22454510259388308
947,0,0.1515151515151515
948,0,0.16382603585071998
949,0,0.16382603585071998
950,0,0.16382603585071998
951,1,0.827027027027027
952,0,0.16382603585071998
953,0,0.22454510259388308
954,0,0.16382603585071998
955,0,0.46339066339066337
956,0,0.4327876984126984
957,1,0.827027027027027
958,0,0.46339066339066337
959,0,0.32539682539682535
960,0,0.32539682539682535
961,1,0.827027027027027
962,0,0.46339066339066337
963,0,0.16382603585071998
964,0,0.48087318087318087
965,0,0.32539682539682535
966,1,0.827027027027027
967,0,0.32539682539682535
968,0,0.16382603585071998
969,1,0.827027027027027
970,0,0.22454510259388308
971,0,0.46339066339066337
972,0,0.3016426082628173
973,0,0.16269841269841268
974,0,0.32539682539682535
975,0,0.16382603585071998
976,0,0.14213564213564212
977,0,0.3016426082628173
978,1,0.5175032175032175
979,0,0.48087318087318087
980,1,0.5175032175032175
981,0,0.3319359756097561
982,0,0.48087318087318087
983,0,0.16382603585071998
984,1,0.827027027027027
985,0,0.16382603585071998
986,0,0.32539682539682535
987,0,0.16382603585071998
988,1,0.827027027027027
989,0,0.16382603585071998
990,0,0.48087318087318087
991,0,0.16382603585071998
992,1,0.827027027027027
993,0,0.22454510259388308
994,0,0.2056277056277056
995,0,0.16382603585071998
996,1,0.5311086596800882
997,0,0.16382603585071998
998,0,0.1515151515151515
999,0,0.2056277056277056
1000,0,0.16382603585071998
1001,0,0.22454510259388308
1002,0,0.22454510259388308
1003,1,0.5175032175032175
1004,1,0.827027027027027
1005,0,0.46339066339066337
1006,1,0.827027027027027
1007,0,0.3016426082628173
1008,0,0.3016426082628173
1009,0,0.48087318087318087
1010,0,0.32539682539682535
1011,1,0.827027027027027
1012,1,0.827027027027027
1013,0,0.2056277056277056
1014,1,0.827027027027027
1015,0,0.16382603585071998
1016,0,0.2056277056277056
1017,0,0.48087318087318087
1018,0,0.16382603585071998
1019,1,0.5175032175032175
1020,0,0.22454510259388308
1021,0,0.16382603585071998
1022,0,0.16382603585071998
1023,0,0.16269841269841268
1024,0,0.4196196196196196
1025,0,0.3016426082628173
1026,0,0.16382603585071998
1027,0,0.16382603585071998
1028,0,0.3016426082628173
1029,0,0.22454510259388308
1030,0,0.48087318087318087
1031,0,0.13459801264679314
1032,0,0.4196196196196196
1033,1,0.827027027027027
1034,0,0.2700892857142857
1035,0,0.22454510259388308
1036,0,0.32539682539682535
1037,0,0.16382603585071998
1038,0,0.32539682539682535
1039,0,0.16382603585071998
1040,0,0.32539682539682535
1041,0,0.3319359756097561
1042,1,0.827027027027027
1043,0,0.3016426082628173
1044,0,0.16382603585071998
1045,0,0.4196196196196196
1046,0,0.13459801264679314
1047,0,0.16382603585071998
1048,1,0.827027027027027
1049,0,0.48087318087318087
1050,0,0.32539682539682535
1051,0,0.4196196196196196
1052,1,0.5175032175032175
1053,0,0.3016426082628173
1054,1,0.827027027027027
1055,0,0.16382603585071998
1056,0,0.22454510259388308
1057,0,0.48087318087318087
1058,0,0.32539682539682535
1059,0,0.13459801264679314
1060,1,0.827027027027027
1061,0,0.48087318087318087
1062,0,0.16382603585071998
1063,0,0.3016426082628173
1064,0,0.16382603585071998
